FID,FireName,FireNo,Label,StartDate,EndDate,area_ha
29618,Botany Bay NP arson, ,2013-14 Wildfire,14/11/2013,14/11/2013,0.00207721
29619,Combe Place,13110882269,2013-14 Wildfire,8/11/2013,10/11/2013,3.7149733
29620,Mooreland Road Fire,13101380308,2013-14 Wildfire,13/10/2013,23/10/2013,208.2487221
29621,Egans Swamp,13100179459,2013-14 Wildfire,1/10/2013,7/10/2013,1.28492992
29622,Mount York Road,13101780708Â ,2013-14 Wildfire,17/10/2013,11/11/2013,9375.832542
29623,Clews,13102381245Â ,2013-14 Wildfire,22/10/2013,19/11/2013,646.983289
29624,Currawilla,13110381985,2013-14 Wildfire,3/11/2013,10/11/2013,199.6199105
29625,Rose Lea,13111282616Â ,2013-14 Wildfire,12/11/2013,18/11/2013,84.3037527
29626,South Moira River Road,13100879933,2013-14 Wildfire,8/10/2013,14/10/2013,1.8408819
29627,Ski Beach,13101880881,2013-14 Wildfire,18/10/2013,21/10/2013,0.00074251
29628,Benerembah (Near Grid),13102381266,2013-14 Wildfire,23/10/2013,24/10/2013,0.00102915
29631,Old Hume Highway Alpine,13110382028,2013-14 Wildfire,3/11/2013,11/11/2013,62.12484557
29632,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,26.62916308
29633,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,2.54065579
29634,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,2.35645657
29635,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,9.06634255
29636,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,1.24838188
29637,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,38.67594015
29638,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,5.90999391
29639,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,4.73116167
29640,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,4.80020832
29641,Broadmeadows,13103081712,2013-14 Wildfire,29/10/2013,17/11/2013,1.89170326
29642,Basin Road,13100779878,2013-14 Wildfire,7/10/2013,19/10/2013,382.2088309
29643,Marengo SF Cpt 26,13081374821,2013-14 Wildfire,13/08/2013,21/08/2013,123.3646595
29644,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,77.29360123
29645,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,17.38977245
29646,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,30.22339079
29647,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,11.64031638
29648,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,16.6986963
29649,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,154.3311292
29650,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,115.2585219
29651,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,108.0321991
29652,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,27.64226938
29653,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,10.20365095
29654,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,299.4241228
29655,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.18525351
29656,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,7.26323987
29657,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,18.01618309
29658,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,19.30053111
29659,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,31.77168555
29660,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,7.8211027
29661,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,63.13396403
29662,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,17.93512428
29663,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,10.8997756
29664,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,13.48143713
29665,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,60.78732179
29666,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,94.77935553
29667,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,11.60465265
29668,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,14.4290096
29669,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,11.4677587
29670,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,5.79669001
29671,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,9.65191815
29672,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.1784639
29673,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,52.43443987
29674,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,54.5826047
29675,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,12.9820438
29676,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.1850317
29677,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,8.00933858
29678,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,3.11536415
29679,Congewai Link WF,13121284333,2013-14 Wildfire,10/12/2013,13/12/2013,0.81443206
29682,Central Mullion,13120383754,2013-14 Wildfire,3/12/2013,10/12/2013,149.7775488
29683,Central Mullion,13120383754,2013-14 Wildfire,3/12/2013,10/12/2013,2.72844562
29684,Kotarski,13121750183,2013-14 Wildfire,17/12/2013,23/12/2013,4.30888953
29685,Hincheys Beach,13122250649,2013-14 Wildfire,22/12/2013,27/12/2013,2.4217384
29686,Mulgum Creek Fire,13100679769,2013-14 Wildfire,6/10/2013,29/10/2013,13.82542657
29687,Burke Road Linden,13081975369,2013-14 Wildfire,19/08/2013,21/08/2013,0.02896329
29688,New Yards Creek,13091578037,2013-14 Wildfire,15/09/2013,19/09/2013,11.3577693
29689,Duckhole Walking Track,13100279517,2013-14 Wildfire,2/10/2013,5/10/2013,0.33019302
29690,Shaws Ridge Trail,13100379579,2013-14 Wildfire,3/10/2013,6/10/2013,0.20374377
29691,Banshea Road,13101080033,2013-14 Wildfire,10/10/2013,15/10/2013,52.26595293
29692,Mount Pallin,13101780728,2013-14 Wildfire,17/10/2013,21/10/2013,0.21625306
29693,Emu Plains Road,13102081034,2013-14 Wildfire,20/10/2013,23/10/2013,0.34039051
29694,Sunnydell,13110281921,2013-14 Wildfire,2/11/2013,5/11/2013,0.52175622
29695,5 Mile Hill,13110482095,2013-14 Wildfire,21/12/2013,24/12/2013,3.02221399
29696,Bouchier's Ridge,13121750176,2013-14 Wildfire,17/12/2013,20/12/2013,3.1561369
29697,Gospers Creek,13122150517,2013-14 Wildfire,21/12/2013,24/12/2013,627.1587999
29698,Glen Alice,13122250617,2013-14 Wildfire,22/12/2013,25/12/2013,1.48093196
29699,Top Valley,13122050452,2013-14 Wildfire,20/12/2013,26/12/2013,0.10333954
29700,SMH Talbingo,14011051915,2013-14 Wildfire,10/01/2014,10/01/2014,0.0075492
29701,Nightcap Range National Park,14010151242,2013-14 Wildfire,1/01/2014,5/01/2014,0.62892113
29703,Nulla Nulla Creek,13082075491,2013-14 Wildfire,20/08/2013,31/08/2013,265.2811956
29704,Coast Range Candole,13090777272,2013-14 Wildfire,6/09/2013,16/09/2013,1276.194253
29705,Collombatti Road,13091177713,2013-14 Wildfire,11/09/2013,14/09/2013,56.14487883
29708,Small Fire, ,2013-14 Wildfire,1/01/1970,1/01/1970,0.19365974
29709,Banyabba Fire,13083076501,2013-14 Wildfire,30/08/2013,3/09/2013,283.130015
29711,Benauds Road Fire,13091978261,2013-14 Wildfire,19/09/2013,22/09/2013,40.04312504
29712,Gentle Annie Rd,14010751668,2013-14 Wildfire,7/01/2014,10/01/2014,1.29780292
29713,Fishos Trail,13103081724,2013-14 Wildfire,29/08/2013,30/09/2013,0.19796053
29714,McGuires Crossing,13090577097,2013-14 Wildfire,5/09/2013,5/09/2013,1.05559099
29715,Tabletop Creek,14011952607,2013-14 Wildfire,19/01/2014,1/02/2014,3.36054084
29716,Mosquito Creek,14011952601,2013-14 Wildfire,19/01/2014,24/01/2014,2.42949828
29717,O'Rourkes,14011852549,2013-14 Wildfire,18/01/2014,20/01/2014,0.23788543
29718,Sawyers Hill,14011852531,2013-14 Wildfire,18/01/2014,20/01/2014,0.01218062
29719,Mt Ikes,14011852505,2013-14 Wildfire,18/01/2014,23/01/2014,0.10204522
29720,Saltwater Trail,13090176686,2013-14 Wildfire,30/08/2013,5/09/2013,448.7823107
29721,Hungerford Creek Fire 2,13121284341,2013-14 Wildfire,12/12/2013,28/12/2013,85.2409687
29722,Hungerford Creek 3,13122150536,2013-14 Wildfire,21/12/2013,28/12/2013,16.90089222
29723,Martindale Creek,13122150553,2013-14 Wildfire,21/12/2013,10/01/2014,241.4793427
29727,Fourth Crossing,13012364644,2013-14 Wildfire,23/01/2014,23/01/2014,1.62538611
29728,Fourth Crossing,13012364644,2013-14 Wildfire,23/01/2014,23/01/2014,0.09860467
29729,The Ponds,14011852551,2013-14 Wildfire,18/01/2014,24/01/2014,0.2966695
29731,Tuckerbox Road Fire,13091578034,2013-14 Wildfire,15/09/2013,17/09/2013,3.72715323
29732,Tickner Road Castlereagh,13091077558,2013-14 Wildfire,10/09/2013,13/09/2013,2.42447797
29734,Blackbutt Road Fire,13090276805,2013-14 Wildfire,2/09/2013,9/09/2013,197.8868731
29735,Shallow Bay Fire,13092678835,2013-14 Wildfire,26/09/2013,11/10/2013,210.9499551
29740,GAP BEACH RD,13083176637,2013-14 Wildfire,31/08/2013,31/08/2013,43.52659911
29741,Hawkesbury Road,13091077585,2013-14 Wildfire,10/09/2013,25/10/2013,886.9523819
29743,Hawkesbury Road,13091077585,2013-14 Wildfire,10/09/2013,25/10/2013,6.2923977
29744,Little River,13122150513,2013-14 Wildfire,21/12/2013,24/12/2013,0.25390097
29745,Sire Bertram Stevens Drive,13122150579,2013-14 Wildfire,21/12/2013,22/12/2013,0.08279478
29746,McKell Ave,14011151991,2013-14 Wildfire,11/01/2014,11/01/2014,0.06586294
29749,Bush alight West Head,13101380348,2013-14 Wildfire,13/10/2013,13/10/2013,0.00836245
29751,Brogo Dam,14022054812,2013-14 Wildfire,20/02/2014,23/02/2014,0.29236544
29752,Bumberry Creek,14022154857,2013-14 Wildfire,22/02/2014,23/02/2014,0.15343116
29753,Girribung Creek,13122150515,2013-14 Wildfire,21/12/2013,25/02/2014,43389.48176
29754,Capertee River South,13122150519,2013-14 Wildfire,21/12/2013,1/01/2014,48.05854877
29755,Macs Flat,14010551514,2013-14 Wildfire,5/01/2014,13/01/2014,30.75017354
29756,Wool Shed Flat,14011252017,2013-14 Wildfire,12/01/2014,21/01/2014,18.13167039
29757,Thomsons Hole,14012052687,2013-14 Wildfire,19/01/2014,22/01/2014,0.1031909
29758,Blackwater,14011952663,2013-14 Wildfire,19/01/2014,3/02/2014,72.73989211
29759,Round Creek,14011952662,2013-14 Wildfire,19/01/2014,22/01/2014,0.10182888
29760,Telstra Track,14012152877,2013-14 Wildfire,21/01/2014,1/02/2014,34.3134913
29761,Square Rock,14012753196,2013-14 Wildfire,27/01/2014,4/02/2014,1.09905367
29762,Zobels,14012853240,2013-14 Wildfire,28/01/2014,8/02/2014,8.36335288
29763,Wilpinjong North,14021254318,2013-14 Wildfire,11/02/2014,14/02/2014,0.29342517
29764,Hopewood,14021254314,2013-14 Wildfire,11/02/2014,14/02/2014,0.57115129
29765,Keiths Lookout,14021254303,2013-14 Wildfire,11/02/2014,15/02/2014,0.51675831
29766,Moolarben,14021154243,2013-14 Wildfire,11/02/2014,15/02/2014,2.09686151
29767,Oaky Creek,14021154241,2013-14 Wildfire,11/02/2014,15/02/2014,1.03303004
29768,"Linksview Road, Springwood",13101780720Â ,2013-14 Wildfire,17/10/2013,13/11/2013,3602.53457
29769,State Mine,13101680623,2013-14 Wildfire,16/10/2013,19/11/2013,54429.32577
29770,Table Bay,13122150549,2013-14 Wildfire,21/12/2013,24/12/2014,0.93377589
29771,North of Genowlan Mountain,14021154228,2013-14 Wildfire,11/02/2014,11/02/2014,0.12462247
29772,Sandy Camp,14021354377,2013-14 Wildfire,12/02/2014,14/02/2014,0.22151265
29773,Chinamans,14021254320,2013-14 Wildfire,11/02/2014,15/02/2014,0.05394703
29774,Garland Valley,14022154878,2013-14 Wildfire,21/02/2014,1/03/2014,19.93770826
29775,Ash Island,14022354957,2013-14 Wildfire,23/02/2014,3/03/2014,2.55561808
29781,Clews,14031356171,2013-14 Wildfire,12/03/2014,20/03/2014,2.48317737
29783,Mount Burragurry,14010951848,2013-14 Wildfire,9/01/2014,9/01/2014,38.91990276
29784,Mandalay,14031656549,2013-14 Wildfire,16/03/2014,18/03/2014,127.8105724
29785,Harmony Haven,13110782217,2013-14 Wildfire,7/11/2013,7/11/2013,0.06643987
29786,Haviland St Fire,13102781490,2013-14 Wildfire,27/10/2013,27/10/2013,0.05806025
29787,Cold Chisel,13102080994,2013-14 Wildfire,18/10/2013,18/10/2013,0.1415615
29788,Chisel Fire,13100279528,2013-14 Wildfire,2/10/2013,2/10/2013,0.26835769
29789,Durras Bush Burning,13121184265,2013-14 Wildfire,11/12/2013,11/12/2013,0.19993836
29790,Croppers Fire,13092979244,2013-14 Wildfire,29/09/2013,29/09/2013,0.16064043
29796,Punks Trail,14030855816,2013-14 Wildfire,8/02/2014,12/03/2014,23.16287309
29797,Punks Trail 2,14031256112,2013-14 Wildfire,12/03/2014,20/03/2014,138.9754468
29798,Old Dromana Wetlands,14031856683,2013-14 Wildfire,18/03/2014,21/03/2014,1548.825123
29799,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,22.44084912
29800,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,5.33558429
29801,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,33.6236041
29802,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,1.26345643
29803,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,15.77644515
29804,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,3.23755758
29805,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,9.86689904
29806,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,18.23745889
29807,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,13.17862912
29808,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,164.6689862
29809,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,22.27377525
29810,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,115.1348985
29811,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.93311303
29812,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,7.97390969
29813,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,16.46948063
29814,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,7.42670127
29815,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,32.44598031
29816,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.62799611
29817,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,304.7128204
29818,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,30.16309672
29819,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,5.35067234
29820,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,4.24299024
29821,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.1969644
29822,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.50272116
29823,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,48.73578825
29824,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,3.68057973
29825,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,11.56284555
29826,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.58850005
29827,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.98133555
29828,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,8.7800294
29829,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,79.15747759
29830,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,52.33127549
29831,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,143.8204239
29832,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.9804954
29833,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,5.23489819
29834,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.7890937
29835,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,10.68129247
29836,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,5.04247353
29837,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,9.08205876
29838,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,7.41804108
29839,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,23.09415026
29840,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.3919024
29841,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,71.6877494
29842,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,31.81285878
29843,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,15.29710886
29844,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,8.01705497
29845,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,15.35568873
29846,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,7.66420603
29847,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,3.41810566
29848,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,18.59765414
29849,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.42123369
29850,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,4.73113196
29851,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,6.63743896
29852,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,14.05421359
29853,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,12.00244957
29854,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,5.49583353
29855,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,12.55887013
29856,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,39.9653683
29857,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,13.53423331
29858,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,15.42265671
29859,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,12.43957759
29860,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,2.10482219
29861,Big Scrub Creek,13103081731,2013-14 Wildfire,29/10/2013,4/12/2013,9.16917893
29864,German Creek Road, ,2013-14 Wildfire,15/05/2014,15/05/2014,30.72571483
29866,Budawang,13102381197,2013-14 Wildfire,22/10/2013,28/10/2013,74.96980766
29872,"Wagtail Way, Kooragang",14041558406,2013-14 Wildfire,15/04/2014,15/04/2014,1.5336127
29881,Vincential Sewerage - Duncan St,14050960106,2013-14 Wildfire,9/05/2014,12/05/2014,28.08604491
29904,Wamban,14052060942,2013-14 Wildfire,20/05/2014,31/05/2014,157.5274855
29906,Torrington SCA,13090677154,2013-14 Wildfire,6/09/2013,9/09/2013,386.8912919
29907,Bald Knob,13102681445,2013-14 Wildfire,25/10/2013,18/11/2013,341.5763134
29908,Trigamon North Rd,13092678862,2013-14 Wildfire,26/09/2013,5/10/2013,6695.793922
29909,Holdfast Rd,14012052752,2013-14 Wildfire,20/01/2014,23/01/2014,122.0717909
29910,Cypress Fire,14012152871,2013-14 Wildfire,21/01/2014,22/01/2014,7.03245755
29911,Chapmans Swamp & #2,14010451453 & 14012252927,2013-14 Wildfire,21/01/2014,28/01/2014,224.0819361
29912,Cullendore,14010351395,2013-14 Wildfire,3/01/2014,14/01/2014,322.6525077
29913,Cullendore,14010351395,2013-14 Wildfire,3/01/2014,14/01/2014,0.35994222
29914,Chapmans Swamp & #2,14010451453 & 14012252927,2013-14 Wildfire,21/01/2014,28/01/2014,3.31942162
29915,Chapmans Swamp & #2,14010451453 & 14012252927,2013-14 Wildfire,3/01/2014,28/01/2014,1.08769524
29916,Blomfield Road,13092678838,2013-14 Wildfire,26/09/2013,3/10/2013,542.5263336
29935,Five Day Creek,1308257620,2013-14 Wildfire,25/08/2013,1899-12-30,33.27005978
29936,"Five Day Creek, Bellbrook",13120583935,2013-14 Wildfire,5/12/2013,1899-12-30,158.8290868
29943,Sundowner Rd,13092979215,2013-14 Wildfire,29/09/2013,13/10/2013,70.67112255
29944,Sundowner Road 2,13102481319,2013-14 Wildfire,24/10/2013,1/11/2013,6.49198661
29945,Western Boundary Road,13102781548,2013-14 Wildfire,27/10/2013,31/10/2013,21.42068396
29950,Green Meadows,13090977461,2013-14 Wildfire,9/09/2013,1899-12-30,652.3108358
29967,Kooraban, ,2013-14 Wildfire,27/06/2014,28/06/2014,1.87478143
29993,Dr George Mountain,13040768559,2013-14 Wildfire,8/04/2013,9/04/2013,1.99137655
29997,Below Tallowa Dam SCA,14010251318,2013-14 Wildfire,2/01/2014,2/01/2014,0.02797616
29998,Bullio,14010651647,2013-14 Wildfire,6/01/2014,21/01/2014,50.84685692
29999,Kemps Creek,14012553092,2013-14 Wildfire,25/01/2014,26/01/2014,4.10790262
30000,Nelligen,14012653122,2013-14 Wildfire,26/01/2014,2/02/2014,6.79031442
30001,Coondella,14013153448,2013-14 Wildfire,31/01/2014,1/02/2014,13.31771984
30002,Misty Mountain,14013153458,2013-14 Wildfire,31/01/2014,1/02/2014,11.24064719
30003,Winbenby,14013153461,2013-14 Wildfire,31/01/2014,5/02/2014,21.85333349
30004,Froggy Forest Drive,14011852543,2013-14 Wildfire,18/01/2014,20/01/2014,40.33536496
30005,Causeway Link Rd,13122650857,2013-14 Wildfire,26/12/2013,28/12/2013,2.34262255
30006,Saddleback,13102581393,2013-14 Wildfire,25/10/2013,25/10/2013,29.06804407
30007,Deua River,13102181109,2013-14 Wildfire,21/10/2013,22/10/2013,33.73853594
30008,Cooranbene Mountain,14013153435,2013-14 Wildfire,31/01/2014,1/01/1970,65.66062064
30009,Halls Peak Mine Fire,13101480458,2013-14 Wildfire,14/10/2013,21/10/2013,224.7061214
30010,Bullocks Flat Ski Tube,14020853988,2013-14 Wildfire,8/02/2014,9/02/2014,0.00240106
30011,Benambra,14020453759,2013-14 Wildfire,4/02/2014,7/02/2014,3.83073496
30012,Benandarah Creek Fire,14020353626,2013-14 Wildfire,2/02/2014,6/02/2014,26.41965735
30013,Winburndale,14011852538,2013-14 Wildfire,18/01/2014,14/02/2014,0.27467106
30014,Winburndale,14011852538,2013-14 Wildfire,18/01/2014,14/02/2014,2.80380405
30015,Winburndale,14011852538,2013-14 Wildfire,18/01/2014,14/02/2014,313.1134819
30016,Hells Hole Fire,14011852573,2013-14 Wildfire,18/01/2014,16/02/2014,12.46822919
30017,Hells Hole Fire,14011852573,2013-14 Wildfire,18/01/2014,16/02/2014,2.88522227
30018,Hells Hole Fire,14011852573,2013-14 Wildfire,18/01/2014,16/02/2014,5.85258353
30019,Hells Hole Fire,14011852573,2013-14 Wildfire,18/01/2014,16/02/2014,0.47760277
30020,Hells Hole Fire,14011852573,2013-14 Wildfire,18/01/2014,16/02/2014,0.00612354
30021,Hells Hole Fire,14011852573,2013-14 Wildfire,18/01/2014,16/02/2014,2926.38054
30022,Pa Ling Yard,14012152828,2013-14 Wildfire,21/01/2014,23/01/2014,3.67175922
30023,Milroy,14020153511,2013-14 Wildfire,1/02/2014,10/01/2014,129.7980201
30024,18km S Pilliga Coonamble Rd,13102581384,2013-14 Wildfire,25/10/2013,28/10/2014,0.27386915
30025,Mendooran Rd,14010651573,2013-14 Wildfire,6/01/2014,6/01/2014,0.00013081
30026,Ruins Road,14021254340,2013-14 Wildfire,12/02/2014,24/02/2014,666.2795288
30035,Hakea Trail Fire,13101380329,2013-14 Wildfire,13/10/2013,18/10/2013,5.25240369
30036,Pretty Gully,13111082480,2013-14 Wildfire,10/11/2013,18/11/2013,433.5036237
30037,Lewis Road,13111582786,2013-14 Wildfire,15/11/2013,29/11/2013,325.4509037
30038,Lavendar Vale,13091177726,2013-14 Wildfire,11/09/2013,20/09/2013,284.4029951
30039,Warrabah North,13122350659,2013-14 Wildfire,23/12/2013,24/12/2013,11.32678164
30040,Moogem,14010451454,2013-14 Wildfire,4/01/2014,13/01/2014,933.6262526
30041,Middle Bend Trail,14011852526,2013-14 Wildfire,18/01/2014,28/01/2014,483.9651853
30042,Vinegar Hill,14012152852,2013-14 Wildfire,21/01/2014,23/01/2014,2.75230186
30043,Kings Plains,14012252911,2013-14 Wildfire,22/01/2014,25/01/2014,23.68911558
30044,Hobden Hill,14012052728,2013-14 Wildfire,20/01/2014,7/02/2014,714.5289252
30045,Kwiambal,13121750230,2013-14 Wildfire,17/12/2013,24/12/2013,653.1552576
30046,Jones Fire,13111482729,2013-14 Wildfire,14/11/2013,22/11/2013,54.5252089
30047,Stockyard Spur,13111082445,2013-14 Wildfire,10/11/2013,11/11/2013,0.23546557
30048,Nowendoc NP North,14010451478,2013-14 Wildfire,4/01/2014,17/01/2014,7.33171689
30049,Nowendoc NP North,14010451478,2013-14 Wildfire,4/01/2014,17/01/2014,271.9274881
30050,Kangaroo Flat,14012152829,2013-14 Wildfire,21/01/2014,31/01/2014,15.51153375
30051,Blue Knobby,14012152878,2013-14 Wildfire,21/01/2014,31/01/2014,20.3969694
30052,Reedy Ck,13122250595,2013-14 Wildfire,21/12/2013,2/01/2014,633.3761582
30053,Stockyard Creek,14012152832,2013-14 Wildfire,21/01/2014,31/01/2014,40.8188776
30054,Mummel Gulf,13122150529,2013-14 Wildfire,21/12/2013,5/01/2014,553.1283881
30055,Black-Allan,14031356201,2013-14 Wildfire,13/03/2014,17/03/2014,1.25194865
30056,"Millham Road, Kooragang",14031856700,2013-14 Wildfire,18/03/2014,18/03/2014,1.83714115
30057,Bush alight Tascott 161150,13091077543,2013-14 Wildfire,10/09/2013,10/09/2013,0.08385431
